GOAL_scaled,RA_total_scaled,RP_total_scaled,PBC_total_scaled,BI_total_scaled,FQPB_scaled
-0.8521973915624235,0.24668186441500492,2.448515507929819,-2.1499504963875173,-2.6984311496883833,-2.105774503459621
0.8627246560540197,-1.507039625459737,1.401273789169138,-1.2714872653110432,-0.29323709965006184,0.5611195533170845
1.3202773872458018,0.6851122368836904,-0.0648646170958153,1.1442866201492612,1.0811595003718362,0.5611195533170845
-1.3421751194528357,-1.2878244392253941,2.239067164177683,0.04620758130366836,0.7375603503663616,0.02774074196174343
-1.1296112522062598,0.0274666781806622,-0.4837613046000877,0.04620758130366836,1.0811595003718362,0.02774074196174343
0.7078052273827864,1.3427577955867187,0.9823771016648657,-1.930334688618399,-0.29323709965006184,-2.105774503459621
0.7438330014923756,-0.630178880522366,0.14458372665632088,-2.1499504963875173,1.0811595003718362,1.0944983646724256
-0.8882251656720126,-0.19174850805368054,0.14458372665632088,1.1442866201492612,1.0811595003718362,0.5611195533170845
-1.0863779232747528,-1.0686092529910514,-0.4837613046000877,0.7050550046110241,1.0811595003718362,-2.105774503459621
0.27547193806771675,-0.41096369428802326,-0.90265799210436,1.1442866201492612,1.0811595003718362,1.0944983646724256
0.1673886157389493,0.9043274231180332,0.3540320704084571,-1.4911030730801618,-0.29323709965006184,0.5611195533170845
-0.3586168862610522,0.24668186441500492,-0.0648646170958153,0.26582338907278696,0.7375603503663616,1.0944983646724256
1.5760745834238847,1.123542609352376,-0.0648646170958153,0.26582338907278696,1.0811595003718362,1.0944983646724256
-0.8882251656720126,-1.0686092529910514,0.3540320704084571,1.1442866201492612,-0.9804353996610108,1.0944983646724256
-1.3457778968637948,0.46589705064934767,0.7729287579127294,0.9246708123801427,0.3939612003608871,0.02774074196174343
-1.3457778968637948,-1.2878244392253941,-0.0648646170958153,0.26582338907278696,-0.6368362496555363,-2.105774503459621
-0.8377862819185878,-0.19174850805368054,0.14458372665632088,0.4854391968419055,1.0811595003718362,1.0944983646724256
-0.6864696306583133,0.0274666781806622,0.7729287579127294,-0.17340822646545023,0.7375603503663616,-2.105774503459621
-0.8161696174528343,-0.41096369428802326,-0.4837613046000877,1.1442866201492612,1.0811595003718362,1.0944983646724256
0.15297750609511365,0.9043274231180332,0.5634804141605932,-0.17340822646545023,0.3939612003608871,0.02774074196174343
1.608499580122515,0.6851122368836904,1.8201704766734104,-1.2714872653110432,-1.6676336996719598,-0.5056380693935977
1.608499580122515,-0.630178880522366,0.9823771016648657,-0.17340822646545023,0.3939612003608871,-0.5056380693935977
0.5276663568348408,-0.41096369428802326,-0.4837613046000877,0.9246708123801427,0.7375603503663616,0.5611195533170845
0.15297750609511365,-0.8493940667567087,-0.6932096483522239,0.26582338907278696,0.7375603503663616,-0.5056380693935977
