AGE,GENDER,MARITAL_STATUS,GROSS_ANNUAL_INCOME,EDUCATION,OCCUPATION,CASH,EQUITY,INSURANCE,FIXED_DEPOSIT,GOLD,MUTUAL_FUNDS,BEH,RP1,RP2,RP3,RA1,RA2,RA3,FQPB,PBC1,PBC2,PBC3,PBC4,GOAL,BI1,BI2
3,1,2,3,4,2,2,3,2,1,3,2,2,1,1,2,4,1,3,6,6,6,7,7,324,6,6
3,2,2,3,2,2,3,4,4,4,5,5,5,4,5,6,5,6,4,5,6,5,6,5,427,5,6
2,1,2,2,3,2,2,4,3,2,5,3,3,3,4,4,4,3,3,3,3,5,3,5,738,4,3
4,1,2,3,3,2,5,4,3,4,3,4,4,6,5,4,3,4,3,6,5,7,6,4,624,3,4
2,2,1,2,4,2,4,4,3,3,5,3,3,3,5,4,3,4,5,3,6,3,3,5,367,4,6
3,2,2,3,1,3,5,4,3,4,5,6,6,3,4,4,5,4,3,3,4,7,4,7,318,6,5
5,2,2,4,4,1,1,1,1,1,1,1,1,1,1,2,6,5,5,6,7,7,7,7,187,7,2
3,1,2,2,3,2,2,3,2,2,3,1,1,1,1,2,5,2,5,6,7,7,7,6,248,6,5
3,2,2,3,3,2,5,6,5,2,3,4,4,3,4,2,4,2,3,2,6,4,3,5,732,3,3
2,2,2,2,3,2,4,4,3,4,5,3,3,6,5,3,4,4,3,2,4,5,5,5,852,4,3
4,2,2,3,4,3,3,3,4,6,4,5,5,4,4,5,4,3,5,4,3,5,5,3,178,3,3
4,2,2,4,3,3,4,5,5,3,5,6,6,6,4,3,5,5,5,6,4,5,4,5,342,4,4
4,2,2,3,3,3,4,3,3,5,4,5,5,5,4,3,4,5,3,6,4,6,4,7,287,4,6
4,2,2,3,3,3,4,3,4,6,3,4,4,5,6,3,6,6,5,5,6,7,5,7,637,5,5
5,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,7,817,7,1
5,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,7,6,7,6,7,7,7,7,871,7,7
5,2,2,2,3,3,5,2,4,2,5,2,2,3,3,3,3,6,3,5,6,6,6,7,218,7,7
3,2,2,3,4,2,4,5,3,1,3,1,1,1,1,1,4,3,4,6,7,6,6,6,342,6,7
4,2,2,4,4,2,1,1,1,1,1,1,1,1,1,1,7,5,7,7,7,7,7,7,827,7,7
3,2,2,2,3,3,2,2,3,3,2,2,2,4,5,4,3,3,4,4,4,6,4,5,1,6,6
3,2,2,2,3,2,2,4,2,1,5,1,1,2,1,2,4,2,5,7,6,6,6,7,482,5,6
2,2,1,5,4,2,1,1,1,1,1,1,1,1,1,1,7,7,7,5,7,7,7,7,426,6,7
3,2,2,3,3,2,2,4,3,2,5,1,1,2,2,1,6,4,5,6,6,6,5,6,342,6,7
3,2,2,3,4,1,3,5,2,2,4,1,1,1,2,1,5,2,5,6,6,6,7,6,827,7,6
3,2,2,2,4,2,2,3,1,2,3,1,1,1,1,1,3,4,3,5,6,6,7,7,743,5,6
3,1,2,3,4,2,2,4,3,1,4,1,1,1,1,1,6,5,6,7,6,6,7,7,432,6,6
5,2,2,2,3,2,4,3,4,4,4,5,5,4,3,4,5,4,4,3,6,4,4,5,8,5,4
3,2,2,6,4,2,1,1,3,3,3,1,1,5,3,3,3,2,2,7,7,7,7,7,18,7,7
2,2,1,4,3,2,1,1,1,1,1,1,1,1,1,1,6,6,6,6,7,7,7,7,627,7,7
4,2,2,5,4,1,2,3,1,1,1,1,1,1,1,1,6,6,5,5,7,7,7,6,864,6,7
5,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,5,6,5,7,7,7,7,7,178,7,6
2,2,1,4,3,2,1,1,2,3,1,1,1,1,1,2,7,7,7,7,7,7,7,5,546,6,7
2,2,1,2,3,3,5,5,5,4,5,5,5,6,5,6,6,6,6,5,5,6,5,6,6,6,6
5,2,2,5,4,1,2,2,1,1,1,1,1,1,1,1,6,7,6,6,7,7,7,7,718,6,7
6,2,2,4,3,3,2,2,1,1,1,1,1,1,1,1,7,7,7,6,7,6,7,7,327,7,7
5,2,2,5,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,781,7,7
4,2,2,3,4,1,5,3,2,2,3,3,3,6,6,5,6,7,6,4,4,5,4,5,1,5,6
3,1,2,2,4,1,3,2,3,3,3,2,2,4,5,4,4,3,4,2,4,4,4,4,1,4,4
5,2,2,3,4,3,4,3,4,3,3,5,5,6,6,6,5,5,4,4,5,4,4,3,2,5,6
4,2,2,5,4,1,1,1,1,1,1,1,1,1,1,2,5,5,6,7,7,7,7,7,712,7,6
5,2,2,1,3,3,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,5,5,5,671,4,3
3,1,2,2,3,5,2,2,1,2,1,2,2,5,6,5,5,4,4,1,5,4,4,3,873,3,3
5,2,2,2,3,3,3,4,4,4,4,3,3,3,3,3,5,5,4,3,3,4,4,6,4,5,5
5,2,2,2,3,2,4,4,5,5,4,4,4,5,3,3,5,4,4,3,4,4,4,4,18,4,4
4,2,2,5,4,2,1,1,1,1,1,1,1,2,1,1,7,7,7,6,7,6,7,7,271,7,7
4,2,2,2,3,3,2,3,1,2,1,2,2,5,4,5,3,5,5,4,5,5,5,5,21,5,5
3,1,2,3,4,1,5,4,5,3,5,4,4,5,5,6,6,5,5,4,4,4,4,4,16,5,5
4,2,2,3,5,1,4,2,1,1,1,2,2,5,4,5,5,6,6,4,5,6,5,4,21,5,5
4,2,2,2,3,1,3,3,4,4,6,5,5,5,4,3,5,6,4,4,6,5,4,7,682,4,5
4,2,2,2,3,3,2,2,3,3,4,4,4,3,4,2,7,7,5,1,3,5,2,4,165,5,4
3,2,2,2,3,1,2,3,2,1,3,3,3,5,5,4,3,2,2,4,5,4,5,4,41,4,6
3,1,2,2,4,1,5,2,2,1,1,2,2,7,7,6,5,5,6,5,4,5,4,5,81,5,5
3,2,2,3,3,2,3,3,2,4,2,2,2,3,2,3,4,3,2,1,3,4,5,4,635,4,5
5,2,2,2,3,3,4,3,4,1,2,2,2,3,2,5,3,6,5,2,6,4,1,4,372,3,5
5,2,2,2,4,3,4,3,2,3,2,2,2,2,3,3,3,2,4,1,3,6,4,5,6,4,4
4,2,2,3,3,3,3,2,3,3,2,2,2,5,6,5,5,2,5,4,5,4,4,5,641,5,6
2,1,2,2,4,1,2,3,1,2,2,2,2,3,5,5,5,4,4,5,6,4,4,4,18,5,5
3,2,2,3,4,1,4,3,1,2,2,3,3,6,5,3,5,5,7,4,4,5,5,4,413,6,6
3,2,2,2,3,3,3,2,2,1,3,3,3,6,6,5,4,5,4,4,4,6,4,3,26,6,6
5,2,2,2,3,3,1,2,3,2,3,1,1,5,2,5,5,4,1,3,5,4,6,2,523,3,5
5,2,2,2,3,1,2,3,5,2,5,4,4,3,5,3,4,3,5,2,4,5,2,6,756,5,2
5,2,2,2,3,3,2,3,3,4,4,2,2,3,4,2,3,3,4,1,3,5,4,6,4,3,2
5,2,2,2,3,3,4,2,2,4,4,5,5,4,3,3,5,4,5,3,5,2,6,4,285,4,6
3,1,1,3,4,3,3,4,2,2,4,3,3,3,2,2,2,4,3,1,3,4,5,3,5,4,3
3,2,2,5,4,2,1,1,1,1,1,1,1,2,2,1,7,7,7,6,6,6,7,7,827,6,6
2,2,2,4,4,3,1,1,1,1,1,1,1,1,1,1,6,7,7,5,7,7,6,7,267,6,7
2,2,1,4,3,2,2,1,1,1,1,1,1,1,1,1,5,5,6,6,7,7,7,7,762,6,6
4,2,2,4,3,2,2,1,1,1,2,1,1,1,1,1,7,7,7,6,7,7,7,7,871,7,7
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,714,7,6
2,1,2,2,3,2,3,4,4,4,5,3,3,3,4,5,3,4,3,6,5,6,6,6,873,5,4
3,1,2,2,3,2,4,4,6,3,5,4,4,6,2,5,4,5,3,5,6,4,4,6,673,2,2
4,2,2,3,4,3,3,4,5,6,3,6,6,2,3,4,4,5,5,6,5,5,4,6,213,6,3
3,2,2,4,3,3,6,5,4,5,5,4,4,5,6,5,6,6,6,7,6,3,5,7,638,5,6
3,2,2,4,4,3,4,2,2,3,3,4,4,3,4,3,2,3,2,4,3,5,3,5,268,4,2
3,2,2,4,3,3,6,5,3,2,3,4,4,6,3,3,4,3,4,4,4,5,3,5,721,3,4
4,2,2,2,3,3,3,5,4,3,5,4,4,5,3,4,6,4,3,6,4,7,6,3,728,4,3
4,2,2,3,2,2,4,4,4,4,3,5,5,4,5,3,3,3,3,3,3,6,6,4,437,5,4
2,2,1,2,3,2,5,4,3,3,4,5,5,4,3,2,5,4,3,2,4,5,5,5,735,5,5
3,2,2,3,3,3,4,3,3,2,5,6,6,5,4,3,5,4,3,3,6,3,4,6,471,6,5
2,2,1,3,3,2,4,6,6,5,4,6,6,3,2,5,5,5,4,3,4,7,6,4,463,6,6
4,2,2,2,2,2,4,5,4,4,5,4,4,2,2,3,5,5,5,3,4,4,2,5,1,5,5
4,2,2,5,4,2,1,1,1,2,1,1,1,1,1,2,7,7,7,6,7,7,7,6,487,7,7
4,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,172,7,6
3,2,1,2,3,3,2,3,2,3,2,4,4,2,2,3,4,3,3,1,3,5,3,6,56,2,4
4,1,1,2,4,5,3,2,3,2,3,2,2,2,3,2,3,4,2,3,4,5,4,5,6,3,3
3,2,2,2,3,3,4,5,4,5,4,5,5,4,5,5,6,5,5,6,6,6,6,5,2,6,6
2,2,1,2,2,2,2,2,1,1,2,2,2,4,4,5,6,5,6,4,5,5,5,5,81,5,5
2,1,2,2,4,1,5,4,4,5,5,4,4,4,5,5,4,4,4,3,5,4,4,4,14,5,5
2,2,2,2,3,1,2,2,1,1,1,3,3,6,6,5,4,3,3,4,4,5,5,4,41,5,4
4,2,1,3,3,3,4,2,3,2,3,3,3,2,2,3,3,2,2,2,3,4,5,3,63,3,4
4,2,2,2,4,3,2,2,3,2,4,4,4,3,2,2,2,3,4,2,4,5,3,4,64,3,4
4,2,2,3,3,3,2,1,2,1,2,3,3,6,6,5,6,4,6,3,5,5,5,4,421,5,6
4,2,2,2,3,3,3,2,2,2,4,5,5,3,2,2,4,3,2,3,3,6,4,3,46,3,4
4,1,2,2,3,2,3,5,4,2,2,3,3,5,2,2,3,2,2,3,3,5,4,6,87,4,4
4,2,1,2,3,3,3,4,2,5,4,2,2,3,4,2,5,3,2,2,3,6,5,4,6,5,3
3,2,2,4,3,3,2,1,1,1,2,1,1,1,1,1,7,7,6,6,7,7,7,7,186,7,6
4,2,2,3,3,3,2,3,2,3,5,4,4,2,4,3,4,2,3,1,4,3,6,5,7,4,2
5,2,2,2,3,2,4,2,3,5,4,5,5,5,4,4,6,3,4,4,5,1,6,5,524,3,3
5,2,2,2,3,3,4,4,3,2,5,3,3,6,2,3,4,5,2,3,6,2,7,2,456,5,5
5,2,2,2,3,3,5,3,3,3,5,4,4,5,3,6,2,5,6,6,5,2,7,4,576,4,5
5,2,2,2,3,3,3,3,5,5,5,3,3,2,4,5,2,4,5,3,5,2,6,1,524,4,6
5,2,2,2,3,1,1,5,5,3,4,5,5,4,2,7,5,1,7,5,5,4,3,7,257,3,5
2,2,1,5,4,2,1,1,1,1,1,1,1,1,1,1,6,7,7,5,7,7,7,7,246,7,7
2,2,1,4,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,546,7,7
4,2,2,3,3,3,4,3,4,5,4,4,4,5,4,3,3,5,5,6,5,6,7,5,174,6,5
3,2,2,3,3,3,5,4,6,2,4,5,5,5,3,4,4,3,3,5,4,7,5,4,871,3,3
5,2,2,3,4,3,3,4,5,2,4,3,3,5,4,2,5,6,4,4,4,6,6,4,274,5,4
3,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,543,7,7
3,2,2,3,3,2,3,3,4,2,3,3,3,4,4,3,3,6,4,5,3,6,5,4,374,3,5
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,827,7,7
4,2,2,2,2,1,6,6,4,4,3,5,5,4,5,6,3,3,3,4,5,6,5,4,784,4,3
2,2,2,2,2,1,2,2,4,2,4,3,3,3,2,3,6,4,5,3,3,7,7,5,854,4,5
2,2,1,2,3,2,5,6,3,3,3,5,5,2,3,5,6,5,6,3,4,7,4,7,824,4,2
2,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,7,267,7,7
3,1,2,3,3,3,6,6,4,6,4,5,5,3,2,5,6,5,4,4,3,7,7,5,268,5,3
5,2,2,2,3,1,5,1,6,2,4,1,1,2,4,3,5,2,4,4,5,2,7,6,854,6,2
3,2,2,3,3,3,4,3,3,5,6,5,5,2,3,5,2,2,3,3,6,2,3,6,368,3,3
4,2,2,3,2,2,3,3,6,4,3,5,5,5,4,6,6,4,5,3,4,7,6,4,287,5,4
5,2,2,2,3,3,4,1,5,3,5,4,4,5,4,2,4,6,2,4,5,2,6,4,564,3,5
5,2,2,6,4,1,1,1,1,1,1,1,1,1,2,1,6,6,7,6,7,6,6,6,173,7,7
5,2,2,5,4,1,1,2,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,6,427,6,6
3,2,2,3,3,2,3,5,3,4,4,4,4,4,4,4,4,5,4,3,5,5,4,5,743,5,3
3,2,2,3,2,2,4,6,3,4,3,3,3,3,4,4,6,6,6,4,3,7,6,3,358,4,5
3,2,2,3,3,1,5,6,2,5,3,3,3,4,6,2,3,4,6,3,6,5,4,6,386,4,6
2,2,1,2,3,2,3,3,2,4,3,3,3,5,6,6,4,4,5,4,5,7,6,5,236,5,3
4,2,2,4,4,3,4,5,5,5,6,3,3,4,6,3,5,4,3,4,3,6,6,4,728,4,2
2,2,1,2,3,2,2,6,5,6,3,4,4,5,5,3,2,5,3,3,7,5,5,7,475,4,3
4,2,2,3,4,3,2,3,3,3,4,4,4,5,5,3,3,5,4,3,4,7,4,7,782,4,3
4,2,2,4,3,3,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,267,7,7
3,2,2,3,2,2,3,3,5,5,3,3,3,6,6,3,3,3,5,4,4,7,6,4,837,3,6
4,2,2,3,3,1,3,6,2,4,3,4,4,6,5,4,3,4,3,6,7,3,6,5,314,4,5
4,1,2,3,3,2,6,3,5,2,3,2,2,4,2,3,5,2,3,3,4,7,5,6,678,4,5
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,7,7,721,7,7
2,2,2,4,3,3,1,1,1,3,2,1,1,1,1,1,7,7,7,5,7,6,6,6,672,7,6
4,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,6,6,6,6,7,7,7,872,7,6
3,2,2,3,4,2,2,4,3,1,3,1,1,2,1,2,4,4,5,7,6,6,7,7,728,7,6
3,2,2,3,3,1,4,3,2,1,4,1,1,1,2,2,7,4,7,7,6,7,7,7,287,7,6
4,2,2,3,4,2,3,5,2,3,2,1,1,1,1,1,6,5,6,7,6,7,7,7,342,6,7
4,1,2,3,4,2,3,4,3,2,3,1,1,1,2,2,3,1,2,6,6,7,7,7,826,6,7
4,2,2,3,4,2,2,4,4,1,4,1,1,1,1,1,6,4,6,7,6,7,7,7,438,7,6
4,2,2,3,4,2,2,2,4,1,3,1,1,1,1,1,7,5,7,6,6,6,7,7,278,6,6
3,2,2,2,3,2,2,4,2,2,3,1,1,2,2,2,3,2,3,6,6,7,7,5,823,6,7
4,1,2,3,4,1,1,3,2,2,4,1,1,1,1,2,4,3,5,6,7,7,5,5,342,7,6
3,2,2,3,3,2,2,3,3,1,4,1,1,2,2,1,6,4,5,5,6,6,7,7,378,6,7
5,2,2,2,3,3,3,1,6,6,6,1,1,1,2,2,6,6,1,6,5,6,7,6,341,1,2
4,2,2,6,4,3,5,6,4,3,2,1,1,3,2,2,3,2,3,5,7,6,7,7,481,4,6
4,2,2,6,4,2,4,4,3,3,2,4,4,5,5,6,3,6,3,2,2,2,1,2,314,3,3
4,2,2,3,4,2,2,4,4,2,3,1,1,1,1,1,2,1,1,7,7,7,6,6,742,6,6
4,2,2,2,4,2,4,4,4,5,6,4,4,3,1,2,6,4,3,4,5,5,6,4,167,3,6
4,2,2,3,4,1,2,3,4,1,4,1,1,1,2,1,4,2,4,5,5,6,6,6,523,6,7
3,2,2,3,4,2,3,1,2,2,2,1,1,1,3,1,1,1,2,5,6,6,5,7,438,6,7
3,2,2,3,4,2,4,1,3,1,3,1,1,1,1,1,6,4,4,6,7,5,5,6,487,6,7
4,2,2,3,3,2,4,1,3,2,4,1,1,2,2,1,6,3,6,7,5,5,7,5,832,5,7
4,2,2,5,3,2,4,3,4,3,3,2,2,2,2,2,5,6,5,6,6,6,6,6,251,7,7
6,2,2,3,4,4,4,1,4,3,2,2,2,3,3,5,6,6,6,5,5,6,7,7,124,5,6
5,2,2,6,4,2,6,5,5,5,3,3,3,2,3,4,2,2,5,6,5,5,6,6,714,6,6
2,2,1,2,4,2,4,1,6,6,6,1,1,5,6,2,6,6,1,6,1,5,5,6,127,6,6
4,2,2,5,3,3,4,5,6,3,2,5,5,5,3,4,6,5,6,6,6,7,6,6,4,6,5
4,2,2,4,4,2,6,1,5,6,4,2,2,2,2,2,1,3,2,5,6,6,6,6,481,6,6
4,2,2,6,3,2,4,4,4,2,3,1,1,5,3,3,2,3,2,7,7,7,7,7,415,7,7
3,2,2,6,4,3,3,3,6,3,5,5,5,6,6,6,6,6,5,6,4,4,4,4,5,5,5
3,2,2,6,4,2,6,2,6,5,6,1,1,1,2,2,3,5,2,7,7,7,7,7,412,7,7
3,2,2,6,4,2,6,6,6,6,5,1,1,3,2,1,2,2,2,6,7,7,7,7,185,7,6
2,2,1,5,3,2,6,2,6,6,6,1,1,3,2,4,4,5,3,7,7,7,7,7,264,7,7
3,2,2,2,3,2,3,1,4,1,5,4,4,2,2,3,6,5,2,1,4,5,7,5,1,5,5
2,2,1,3,4,2,1,3,5,6,6,3,3,3,2,2,6,5,6,5,7,7,7,7,714,7,7
4,2,2,5,4,3,4,1,5,4,6,6,6,2,3,2,1,3,2,4,6,7,7,6,8,6,6
3,1,2,3,4,2,4,3,4,4,4,3,3,3,2,2,7,7,5,6,4,4,5,4,187,5,5
2,2,2,4,4,2,6,3,6,6,6,1,1,2,2,5,6,5,1,7,5,7,7,7,621,7,6
3,2,3,6,4,2,5,4,2,4,4,2,2,1,2,1,3,6,3,7,6,6,7,6,421,7,7
4,2,2,3,3,3,3,3,1,5,4,2,2,3,2,4,1,1,1,6,7,5,6,7,428,7,7
5,2,2,3,3,3,2,4,1,3,4,1,1,1,2,1,1,2,2,6,6,7,6,7,472,7,7
4,1,2,2,3,3,3,3,3,1,4,1,1,2,2,1,2,2,2,6,7,7,6,7,82,7,7
3,2,2,3,4,1,3,4,3,1,3,1,1,1,2,2,2,2,1,5,7,6,6,7,74,6,7
3,1,2,2,4,1,4,2,2,1,4,1,1,2,1,2,2,1,2,6,7,7,7,6,82,7,7
3,2,2,2,3,3,3,4,4,1,3,1,1,2,2,1,2,1,2,6,7,7,7,6,7,6,7
4,2,2,3,3,3,3,2,3,1,3,1,1,1,2,1,2,7,6,6,7,6,7,7,7,7,7
3,2,2,3,3,3,3,2,2,1,3,1,1,1,2,1,2,2,1,6,7,6,7,7,27,7,7
3,1,1,2,4,2,4,4,1,1,4,1,1,2,1,2,1,2,2,5,7,7,7,7,72,7,7
4,2,2,3,3,3,4,4,2,1,4,2,2,2,2,1,2,1,2,4,7,7,7,7,82,7,7
4,2,2,3,3,2,4,3,3,1,4,1,1,3,2,1,4,5,4,6,5,7,7,6,243,6,5
3,2,2,3,4,1,2,3,1,2,4,1,1,1,1,1,5,2,5,7,5,7,6,6,473,6,5
4,2,2,3,4,2,2,2,3,1,4,1,1,2,1,2,4,1,2,7,6,5,5,6,523,6,5
4,2,2,3,4,2,1,2,3,2,2,1,1,1,2,1,5,1,7,6,6,6,5,6,681,6,7
3,1,2,2,4,2,4,3,1,2,4,1,1,1,3,3,6,2,6,5,6,7,7,7,834,7,6
