RA_total_scaled,RP_total_scaled,PBC_total_scaled,BI_total_scaled,FQPB_scaled
-1.0686092529910514,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256
-0.6301788805223659,0.9823771016648656,-0.3930240342345688,0.3939612003608871,-0.5056380693935977
-0.19174850805368052,-0.6932096483522239,-0.3930240342345688,0.7375603503663616,0.5611195533170845
-0.8493940667567087,-0.2743129608479515,-1.4911030730801618,-0.6368362496555363,-2.105774503459621
1.123542609352376,-0.90265799210436,0.9246708123801428,0.7375603503663616,1.0944983646724256
0.0274666781806622,0.7729287579127294,-1.2714872653110432,-1.6676336996719598,-0.5056380693935977
-1.9454699979284225,-0.6932096483522239,0.9246708123801428,1.0811595003718362,0.02774074196174343
-0.8493940667567087,-0.0648646170958153,-1.0518714575419246,-1.6676336996719598,-1.57239569210428
-1.507039625459737,0.5634804141605932,-2.1499504963875173,-0.6368362496555363,-1.0390168807489388
-0.4109636942880233,-1.3215546796086324,0.4854391968419055,0.7375603503663616,1.0944983646724256
1.3427577955867187,0.9823771016648656,-1.9303346886183992,-0.29323709965006184,-2.105774503459621
-0.19174850805368052,-0.2743129608479515,0.7050550046110241,-0.6368362496555363,0.5611195533170845
0.0274666781806622,0.5634804141605932,0.046207581303668366,0.050362050355412635,0.5611195533170845
1.3427577955867187,-0.4837613046000877,-1.2714872653110432,-0.29323709965006184,0.5611195533170845
-0.6301788805223659,0.7729287579127294,0.26582338907278696,-1.3240345496664854,-1.0390168807489388
1.123542609352376,-1.3215546796086324,1.1442866201492612,1.0811595003718362,0.5611195533170845
-0.19174850805368052,0.14458372665632088,0.4854391968419055,1.0811595003718362,1.0944983646724256
0.6851122368836904,-0.6932096483522239,0.26582338907278696,1.0811595003718362,0.5611195533170845
-0.19174850805368052,0.7729287579127294,-1.4911030730801618,-1.6676336996719598,-0.5056380693935977
1.781188168055404,-1.3215546796086324,1.1442866201492612,1.0811595003718362,1.0944983646724256
-1.287824439225394,2.239067164177683,0.046207581303668366,0.7375603503663616,0.02774074196174343
-0.4109636942880233,-0.4837613046000877,1.1442866201492612,1.0811595003718362,1.0944983646724256
-0.8493940667567087,0.5634804141605932,-0.8322556497728059,-0.6368362496555363,-1.0390168807489388
-1.287824439225394,0.7729287579127294,0.26582338907278696,0.3939612003608871,1.0944983646724256
